classe; mensagem 
2;61 anos nas costas, e ainda não tomou vergonha na cara em ficar caluniando os outros, esse não tem mais jeito  o capeta já está esperando. acesse o portal g1-globo.com, e veja com seus próprios olhos, onde o sedém fica posicionado, véio, longe do saco do touro  depois vá consultar seu geriatra. 
2;burro,idiota e imbecil é voce,,quando e onde voce viu um animal com o saco apertado,,não fale coisas sem aber 
1;valeu capitão augusto,obrigado pela visita na festa de timburi,,e por conferir de perto como são tratados e como vivem nossos cavalos. 
1;partiu !!!! barretão,quem ainda acha que esses animais são mal tratados ,devem ir até barretos e conferir de perto,,animais com vida de atleta,,vida longa e sadios. fuiiiiii 
1;vai começar a maior festa sertaneja da america latina,quem ainda achar que animais de rodeio são mal tratados deveria perder um tempinho e conferir de perto,animais com vida longa e saudável.barretão 2015 
1;partiu,,barretão,vamos festejar e ainda ajudar o hospital de cancer de barretos 
1;está chegando a ,maior festa da america latina,,quem ainda acha que animais de rodeio são torturados deveria ir a té barretos e conferirde perto 
1;o luiz paulo sacoman almeida, esses dias ando meio sem tempo, mas si não estou enganado foi você que perguntou si você der caviar ao ser humano si você poderá escraviza-los!! vou lhe responder ou si não foi você pra quem falou essa besteira, o ser humano é ser racional como outro qualquer, com capacidade de sobreviver sozinho, diferente dos animais que si todos tivessem a liberdade de escolha iriam escolher pular nos resultados rodeios ao invés de virarem comida, porque ninguém gasta dinheiro com gado para deixar de enfeite, essa ilusão é só na cabeca de vocês que não tem noção do que falam! e um boi ele não sobrevivo sozinho como outros animais selvagens, ou você pretende criar gado dentro de apartamentos também? 
3;#partiubarretos
3;"dedicado ao recalque: ""hoje, começa o barretão 2015"". "
3;"que é isso homem-saco? (saco-man), ficou nervozinho com nossos $ 5 milhões pro hospital do câncer? (como diria girafales: ""bate a botinha no chão"") não tinha respondido ainda, por que, ao contrário do senhor, eu trabalho. quanto aos fakes, não uso desse expediente sujo  diferentemente do senhor que, uma hora é ana, outra girafinha  saco-man..., etc. "
1;querida sacomina: uma pessoa que defende o escracho da imagem de cristo em público, fala mau dos médicos brasileiros, defende legalização de drogas, entre otras cositas más  (nun póde falá) tem moral para falar de fake, a esta altura do campeonato? ora, fofa, faça-me o favor  volte para os braços do luizinho, e vá ouvir i will survive. 
3; menplaces member? 
2;vc deve ser criado com avó rapaz,,vá procurar sua turma,,vira homem,,se não gosta respeite quem gosta,,vá fazer alguma coisa utíl para a humanidade e pare de se preocupar com o rodeio 
2;como voce é babaca,,cada hora fica arrumando uma desculpa,vai procurar sua turma,com certeza não é essa. 
2;vai procurar sua turma e deixa de ser babaca,,esse não é seu mundo 
2;vai te catar franguinho,,cada hora voce vem com alguma desculpa,,enquanto vc fica discutindo estamos indo para o segundo maior rodeio do mundo,tchauu 
2;onde? quando? prá quem? não vale píres de leite pro gatinho. 
2;falando nisso: você se chama mesmo sacoman? você e mesmo de maringá? amo esta cidade, uns dos melhores rodeios do nortão do paraná  terra dos cowboys forever. 
2;hipocrisia: defendeu o escracho da imagem de cristo  ( lembra-se? vc sabe do que eu tô falando! aham!?) e vem falar de deus. #mexicumigonao. 
3;levítico 20, versículo 13. 
2;cala tua boca rapaz,,quer meu endereço podemos conversar ao vivo a hora e quando vc quiser 
1;valeu capaitao augusto,meus cavalos estarão a disposição de quem quiser conhecer de perto,como vivem e como são tratados na maior festa sertaneja da américa latina,barretos,é só chegarem por lá e procurarem gabriela pereira 
1;para quem não conhece está chegando uma otima oportunidade de conhecer venham ver de perto a a maior festa sertaneja da américa latina barretos 2015, e contribua para o hospital do cancer de barretos de 20 a 30 de agosto. 
1;valeu capitao augusto,obrigado pela visita na festa do peão de timburi 
1;toda pessoa tem direito de criticar,,mas primeiro deveriam conhecer de perto para depois darem suas opiniões ,ainda tem gente que acha que animais tem seus testiculos apertados ,que as esporas ferem e cortam,,assim não dá,,conheçam,informem-se,aprendam 
1;"rodeio,quem critica não conhece,quem conhece ""ama"" "
1;valeu capitão augusto estamos chegando para a segunda maior festa sertaneja do mundo,,iremos lembrar seu nome com muito carinho,,e com certeza essa sera a maior arrecadação para o hospital do cancer de barretos.gharth brooks 
1;obrigado capitão augusto pela visita na festa do peao de timburi,,seu nome sempre será lembrado com muito carinho pelos cowboys 
1;obrigado capitão augusto seu nome sera lembrado na maior festa sertaneja da américa latina..quem critica não conhece,quem conhece ama 
1;legall,mas cada um come o quer,,ninguém vai até sua casa te falar o que voce deve comer 
1;"o que tem a ver com rodeio ? o destino de um bovino ""normal"" é com 1 ano virar espeto de picanha , esses que pulam no rodeio são astros privilegiados, e por isso recebem um tratamento digno ! "
1;se vc é vegano,vá comer o que vc bem desejar,,somos carnívoros e comemos o que queremos ,não é voce que vai definir o que temos que comer 
2;vai procurar sua turma ,babaca.esse projeto não é voltado para voce,,vira homem,, e procure coisas que voce gosta. 
2;deixa de ser babaca,,quer meu endereço e meu telefone ?? podemos debater ao vivo se voce quiser 
2;quem é fake aqui seu otário,quer meu endereço,,podemos debater ao vivo,, 
2;garth brooks irá doar toda a arrecadação da bilheteria do seu show no rodeio de barretos, para o hospital de câncer da cidade, (atende pessoas do brasil inteiro gratuitamente) construir, uma extensão daquele hospital, em rondônia  algo estimado em r$ 5 milhões de reais. quem sabe servirá para extirpar um câncer do rabo de um desses desinformados que falam mau do rodeio  ou um ente querido deles. pergunto: alguma vez nesta vida maledita estes pseudos-ativistas já se organizaram para doar uma dipirona para alguém? 
1;''...a criação de animais de grande porte é, prejudicial ao meio-ambiente  ... lutar para que, atividades como essas acabem, ou reduzam...''  .então, o senhor é favorável ao extermínio, ou a extinção destes animais! belo ativista e, protetor dos animais, hein? pois, os meus animais, vão continuar fazendo peão comer terra nas arenas dos rodeios, vão continuar grandes e fortes, até morrerem de velhice aquí no sítio. obs. obrigado pelo super-educado  a recíproca é verdadeira, quanto ao engraçadinho  não se iluda. 
1;"putz cara!!! agora que eu me toquei  você é o luiz ""amiguinho"" do outro luiz anti-cristo, anti-médico brasileiro, pró-cuba, humm, legal  prazer! de maringá prá londrina, um pulinho!. é, o paranazão não é mais o mesmo. "
1;quem critica deveria conhecer,como vivem,como são tratados e para onde vai os animais que não são selecionados para o rodeio. 
2;muitas pessoas criticam sem conhecer,,quem ja foi conferir de perto como vivem e como são tratados animais de rodeio,antes de criticar precisamos conhecer. 
1;obrigado capitao augusto por lembrar do povo sertanejo,,muita gente que critica nunca foi conhecer de perto,como vivem e como são tratados animais de rodeio e para onde eles iriam se não fossem de rodeio. 
1;muitas pessoas criticam sem nunca terem visto de perto como vivem e como são tratados animais de rodeio e também não tem noção para onde iriam se não fossem de rodeio. 
1;"quem critica não conhece,quem conhece "" ama "" "
1;quem não conhece,deveria conhecer de perto antes de criticar !!! 
1;as pessoas antes de criticar deveriam conhecer de perto como vivem e como são tratados os animais de rodeio e também saber para onde eles iriam se não fossem de rodeio. 
1;pessoas criticam sem nunca terem visto de perto,não conhecem como vivem e como são tratados os animais de rodeio,,países muito mais evoluidos que brasil como eua,canadá,praticam rodeios a mais de 150 anos e por lá ainda existem os melhores rodeio do mundo. 
1;as pessoas aqui, que criticam sem nunca terem visto um animal de rodeio de perto,,não tem noção do que falam ,ainda acreditam que animais de rodeio tem seus testiculos amarrados,,aprendam,conheçam,informem-se 
1;valeu capitão augusto seu nome sera lembrado na maior festa sertaneja da america latina 
1;parabéns capitão augusto e obrigado pela visita na festa do peão de timburi 
1;e deus os abençoou, e deus lhes disse: frutificai e multiplicai-vos, e enchei a terra, e sujeitai-a  e dominai sobre os peixes do mar e sobre as aves dos céus, e sobre todo o animal que se move sobre a terra. gênesis 1:28 
1;e quando vc viu algum animal de rodeio urrar de dor ?,,nos fala quando e onde por favor ? 
1;como é possivel em pleno seculo 21 um menor de 18 anos,,matar ,roubar,e ser preso e ficar no maximo 3 anos na cadeia e sair de ficha limpa depois ?? 
1;como é possivel em pleno seculo 21 um tonto igual a voce que ainda acha que um touro ou um rodeio de cavalo urra de dor,,quando e onde voce viu isso,,nenhum animal te seu testiculo amarrado,,conheça,informe-se aprenda. 
1;onde e quando voce viu um animal urrar de dor,,pode nos informar fazendo um favor 
1;nos diga quando e onde voce viu algum animal urrar de dor no rodeio . 
3;onde e quando voce viu um animal urrar de dor no rodeio ?? não fale coias sem saber 
5;https://www.facebook.com/esnarribeiro/videos/vb.100000412449874/844059092284498/?type=3&theater 
5;https://www.facebook.com/rodeiotrataenaomaltrata?ref=tn_tnmn ai moçada curtam ai pra ajudar pf vlw 
3;e seu cachorro você acha que ele gosta de ficar trancado dentro de casa???? hipócrita 
2;ta mesmo. vai caça sua turma. 
1;evolua voce junto e aprenda como vivem e como são tratados esses animais e para onde eles iriam se não fossem de rodeio. 
3;ainda nisso essa prova ja era faz tempo oq importa e que aqui em tupã - sp hoje tem rodeio !!! e a rozeta vai come no subaco do marruco 
3;rozeeeeeta!!! 
5;aqui ó http://www.tupacity.com/?id=81-47738 
3;esse ta mais atrasado que o rubens barrichello kkkkk 
3;quem nunca perdeu o estribo quando estava correndo ?. quem nunca caiu do cavalo ?. quem nunca ficou com a unha do pé roxa por causa de um pisão ?. quem nunca chamou seu cavalo de filho ?. quem nunca pediu pra ver se seu cavalo estava mancando, ou se a cia estava frouxa ?. quem nunca machucou o pé com uma bota nova ?. quem nunca tomou um banho lavando seu cavalo ?. quem nunca viu um filme só porque tinha cavalos na trama ?. quem nunca correu atrás de um cavalo fujão ?. quem nunca teve sua roupa suja com baba de cavalo quando ele soprava ?. quem nunca esfregou o joelho na cerca ?. quem nunca contou segredos pra seu cavalo, sabendo que ele seria o único, que poderia ter certeza que não contaria para ninguém ?. a resposta para todas as perguntas, está no simples fato de que, uma pessoa que nunca passou por nada disso, ainda não sabe o que significa a felicidade de participar desse mundo equestre!!!! 
3;aoow..., fitz véi xonado! cê tá inspirado hoje, boiadeiro  esse trem mexeu comigo. fique em paz, e que deus te permita um excelente final de semana. 
3;aoow roou boiadeiro .... amém irmão pra você também bruto !!!! tamujunto 
1;amigos (as) do rodeio, já está disponível no youtube, o filme uma longa jornada, com participação especial, do lendário touro, rango. 
1;e ai leon vorto moço. boom diiia companheiro !!! já assisti já esse filme ... o trem é chik d mais sooh 
1;"bom dia guerreiro!, tamo firme no pé do eito. passando por aqui para saudar os amigos de fé  como diz você: ""amizade boa, é amizade bruta"" "
