Opinião;mensagem
4;BoiadeiroS natos!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Boa noite muchachos !!! Too por aqui ! Tamu junto boiaderos (@),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Buenas, lemão véi diguerra! Quarqué hora dessas vamos fazer uma roda de teréré, e cantá uns modão do Tião Carreiro e Pardinho juntos com os amigos, boiadeiro. Fica com Deus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Concerveja bruto !!! Logo logo marcaremos sim... eu ocê e os companhiros aii do sim que toparem uma rodada de chop e uma frigideirada de traíra kkk . Tamu junto los ermanos tardeee boa a todos do sim !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;vamos parar com as mentiras,animais de rodeio não são mal tratados,,as pessoas não gostam de festa do peão e por isso querem que elas acabem.se soubessem como vivem e como são tratados esses animais e tambem soubessem para onde iriam se não fossem de rodeio,não falariam tanta besteiras,,esses animais não são como animais de circo que vão para algum zoologico ou santuario quando libertados,,esses animais vão para o abate,conheçam como vivem e como são tratados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem não gosta deveria conferir de perto como vivem cavalos e touros de rodeio e para onde iriam se não fossem de rodeio,,vamos conhecer antes de criticar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;as pessoas tem o direito de gostar ou não de festas do peão,mas dai a falar que os animais são mal tratados está longe a conversa,,quem não gosta deveria pelo conhecer como vivem esses animais e para onde iriam se não fossem de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;é verdade,,as pessoas aqui falam sem nunca ter visto de perto como vivem e como são tratados e para onde iriam se não fossem de rodeio,temos que conhecer para depois dar depoimentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;e só conferir de perto deixei meus cavalos a disposição e vão continuar até dia 30 na festa do peão de barretos,quem quiser conferir de perto é so chegar e ver como vivem e como são tratados,com os proprios olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Também concordo,chega de mentira,rodeio não mal trata animal,conheçam antes de falar coisas como ,aperta o saco do animal,as esporas sangram,,vamos conhecer para depois falar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Realmente chega de mentira,,rodeio não mal trata animal,,antes de falar alguma coisa conheça de perto só assim poderá dar sua opinião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;chega de mentiras,,odeio não mal trata animais ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;já quer você não tem nada o que fazer, VAI SECAR GELO!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;se quiser conhecer como vivem e como são tratados meus cavalos sera um prazer te apresentar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;vc fala demais,nos mostre como voce cuida de seus animais,,queremos ver de perto,,mas vc se esconde atras desse gatinho,,nos mostre e sera um prazer te mostrar os nossos.quando e a hora que vc quiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;deixe a gente ver como voce cuida de seus animais,,os nosso estão a sua disposição,,se vc morar perto de campinas posso até te buscar para voce não gastar com a viagem,venha vc ver como são tratados os nossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;aaaaaaaaaaaaaooooowwwwwwwwwwwww BARRETAOOOOO... PEGA SUBINDO PORQUE DESCENDO É CONTRA MÃO... pena que isso aqui acaba domingo!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Num caba não, Jhones véi xonado  paixão é infinita. Prepare o borso pros pedágios, boiadeiro. Setembro: 03 a 06 - Festa do Peão de Rinópolis/SP 03 a 06 - Rodeio de Astorga/PR 03 a 06 - Rodeio de Boituva/SP 04 a 06 - ExpoBom em Bom Despacho/MG 04 a 09 - Rodeio de Itu/SP 10 a 13 - Ibirarema Rodeio Fest em Ibirarema/SP 17 a 20 - Festa do Peão de Pompeia/SP Outubro: 08 a 11 - Rodeio de Taguaí/SP 08 a 11 - Rodeio de Assis/SP 22 a 25 - Rodeio de Candido Mota/SP Novembro: 05 a 08 - Rodeio de Guaimbê/SP 12 a 15 - Rodeio de Taquarituba/SP 13 a 16 - Rodeio de Nova Olímpia/PR 18 a 21 - Final Ekip Rozeta Dezembro: 10 a 13 - Rodeio de Trindade/GO 17 a 20 - Festa do Peão de Quintana/SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;ta faltando à EXPOCLAUDIO ai que inicia os trabalhos amanhã!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e voce sabe para onde eles irão se forem para o rodeio ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Kkkkk . NÃO QUERO CHINGAR NINGUÉM HOJE .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;O rodeio não maltrata os animais muito pelo contrario a maior parte das pessoas que criticam moram na cidade grande nunca viram um rodeio de perto e se deixam levar por boatos e acabam tirando conclusões erradas o rodeio gera milhares de empregos shows não teria nem 50 % deles se não fosse as festas de peão na cidade grande vocês tem cinema,teatro,parque de diversões,shoping center a maioria das cidadezinhas do interior só tem o rodeio uma vez por ano vocês viram quanto o rodeio de barretos vai fazer de doção ao hospital de cancer ? Já viram alguma outra festa fazer o mesmo ? Vocês costumam dizer que pessoas do interior são ignorantes mais ignorantes são vocês,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Tem como curtir mil vezes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Cerveja...? onde...? Onde...? cadê...? tô dentro!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Absurdo é as pessoas viverem na cidade grande e achar que são melhores que nós do interior que cultura é teatro cinema. Aqui no interior rodeio é cultura sim e tem que ser patrimônio cultural sim pra ter respeito sim sempre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Sim sempr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Siiiim..., com certeza!!! só aquí  21 mil, por enquanto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;“Mantenha-se afastado das pessoas que tentam depreciar sua ambição. Pessoas pequenas sempre fazem isso, mas as realmente grandes fazem você sentir que você, também, pode se tornar grande.”  (Mark Twain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Me diga sra. O que é cultura pra você? Me desculpe minha ignorância mais você mal sabe quantos anos tem o Brasil sem procurar no google , quem dera algo como património cultural !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Aow... Fitz, boiadeiro bruto igual pisão de marruco  garrando firme nas chaienes do Barretão, aí na 43, hein? tô ligado! eu não posso (Jabulaine tá na minha cola  mardiçuenta). Cuidado com a pensão-alimentícia depois, véi, kkk. Feliz por seu retorno  irmaozão, prepara o guatambú, por que num vai fartá lombo, pra nóis dibuiá.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;“Nunca discuta com pessoas burras, elas vão te arrastar ao nível delas e, ganhar de você, por terem mais experiência em serem, ignorantes.” (Mark Twain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;E, por falar em Jesus..., GÊNESIS 1:28.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;"Cara, quando você falou ""buda"" kkkkk biiiiiiiiii biiii foge pula pra fora sua vida não faz sentindo. Sai dai ! Deus criou os animais para interagirem com a gente, e nós servirem de alimento . Ponto final. Se você não crê em DEUS não vou entrar em uma discussão religiosa com você. Mas saiba, você está errado se acha que seu ponto de vista está certo. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Chega de mentiras,rodeio não mal trata animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.facebook.com/rodeiotrataenaomaltrata/videos/vb.1659171600980514/1676663455897995/?type=3&theater Isso é pros que se diZem defensores...quer defender os animais? Vem pro rodeio, pk aqui siim a gente se importa com o bem estar animal.agr, kd as marcas da esporas? kd as marcas do seden? kd os testiculos apertados? ks o stress animal? quero ver qual outra mentira q vcs vao inventar agr pra ganhar ibope, pk criticar oq os outros fazem e dedicam a vida éfacil, mas levantar o cu do sofa e fazer algo de util ninguem quer ne!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;realmente,chega de mentiras quem não conhece deveria conhecer como vivem e como são tratados animais de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;gente,até quando ainda vão achar que animais de rodeio são mau tratados,,conheçam de perto e confiram como vivem e como são tratados esses animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;essa historia de naus tratos ja não existe mais desde 2002 quando foi lançada uma lei que protege eles de maus tratos,conheçam o rodeio moderno,animais saudáveis e com vida longa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Animais tratados com muito carinho,,a era do sofrimento ja foi a anos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;infelizmente barretos atingiu record de publico novamente mais de 72.oo mil pessoas em apenas uma noite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;e vc cuida como de seus animais,,varias pessoas que quiseram ver ao vivo e vc se esconde,,vamos trocar conhecimento nos mostre como cuida dos seus e teremos o maior prazer de te mostrar como cuidamos dos nossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;infelizmente voce fala sem conhecer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;é uma pena,mas voce não sabe o que está falando.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Rooonc...!!! zzz...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;eu ainda entro nesses links seus só para rir das bobeiras que voce coloca aqui... mas esse ai é tão ruim que não deu nem pra ver o que é, só tem a mensagem dizendo que à página talvez ja tenha sido removida, e deve ser de tão absurdo que era que foi excluída kkkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;cultura,cada um tem a que gosta ou a que foi criado,devemos respeitar as diferenças,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;muitas pessoas falam coisas sem conhecer de perto,,conheçam como vivem esses animais e se surpreendam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;esta acontecendo em barretos a segunda maior festa do peao do mundo e essa é uma otima oportunidade para quem não conhece conhecer de perto,como vivem e como são tratados animais de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;deixei meus cavalos a disposição na festa do peão de barretos,para quem quisesse conhecer de perto,como vivem e como são tratados e ninguém apareceu para conferir,,ainda estaremos por lá no proximo final de semana e convite ainda esta de pé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;valeu povo sertanejo que compareceu em massa na maior festa sertaneja da america latina,,essa semana tem mais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;valeu capitão augusto seu nome foi lembrado com muito carinho na maior festa sertaneja da america latina,barretão e a festa continua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;quem acha que animal de rodeio é mal tratado deveria dar um pulo até barretos ainda da tempo a festa vai até dia 30,,acabei de chegar de la e vi animais saudáveis e com vida de atletas,,vale a pena conferir de perto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;quem não gosta deveria pelo menos respeitar,,passaram por barretos nos quatro dias 287.000 mil pessoas,então tem muita gente que gosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"O touro Três Namoradas, da Cia. de rodeio, Euripinho Sollo, conquistou os títulos de, Touro do Ano e, melhor touro da etapa de Barretos  tudo isto, por ter derrotado em menos de 8 segundos, os competidores que ousaram tentar, montá-lo  detalhe, sem sofrer nenhum arranhão. Já retornou para a fazenda, com a fivela de Touro Campeão Brasileiro 2015. Agora é só, pasto farto, água fresca e, assédio das pirivacas. Vocês nem imaginam a emoção que sente um boiadeiro, quando seu animal, (não gosto do termo, animal) , recebe uma homenagem dessas  é, como se fosse um filho, no dia da formatura. Onde nesta vida  abençoada por Deus, um animal teria um tratamento tão diferenciado como este? Méki...? (leia-se, McDonalds), Gauchão Grill? ..., Montana Grill...? espetinhos do Zé Gato? The Maringá's Foods, ou, em ""outros destinos""?. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e onde vc viu um animal de rodeio sentir dor ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;porque vc não fala isso das olimpiadas,,por la tambem usam animais em provas equstres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e onde vc viu algum animal trabalhar com dor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;https://www.youtube.com/watch?v=Xq_Glqc5N8Q segue ai para quem e contra o rodeio #rodeiopatrimoniocultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem vota para acabar com os rodeios deve também parar de comer carne, questão de coerência de pensamento e cultura.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;que conversa fiada!! ou é menino mimado demais, desde quando alguém vai gastar dinheiro com alguma coisa pra ficar de enfeite no pasto!?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;Verdade, existem outros destinos para os animais: Os cavalos iriam jogar futebol, os touros iriam lutar UFC  e, os burros continuariam aquí, votando não  influenciados pelos veados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;oh seu babaca e voce sabe qual outro destino para gado de corte se não for abate ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e para onde vc mandaraia os animais mestiços,animais esses que fazem parte de um rebanho de 210 milhoes de cabeça.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Primeiro, não sou seu colega  jamais serei, (gosto de esfiha aberta, não de kibe, Aargh! Deusulivre), segundo, não me encha o Sacomeu, ops, saco meu, Sacomana  porque hoje ..., eu, estou numa ressaca desgraçada..., por causa da festança de ontém no Barretão, sabe como que é, a gente não está acostumado com a bebida...tsc. Menina, fartô ocê lá, fia, prá falar na cara dos boizinhos, que ocê quer acabar com o rodeio, prá mó deles se lascarem na marreta da Friboi  com certeza ocê iria levar uma chifrada, bem na alça de mira, onde ocê gosta que o F. Pol, brinca, com o dardo. Agora me dá licença, que eu preciso pedir prá minha MULHER, me trazer um Engov..., aai..., nunca mais eu bebo...!, só sábado que vem..., no Barretão, de novo!,,,,,,,,,,
2;menino mimado criado em apartamento!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;ele também não concorda tomar uma marretada na testa e virar comida ou churrasco.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"Obrigado!!! Garth Brooks!""We call them strong Those who can face this world alone Who seem to get by on their own Those who will never take the fall"". (Standing outside the fire) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Apoiado e não tem maus tratos animais, zé povim que não sabe de merda nenhuma e fica falando o que não deve se funk é cultura e rodeio moda raiz e não é cultura, brasileiro é o diabo essas praga tão tudo fudido sem cultura...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Apoiado, eu também . Por isso que sou contra vaquejada, tourada, laço de bezerro, rinha de galo, briga de cachorro, etc..., Só gosto de rodeio em touros e cavalos, por que, quem se lasca, é, o homem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;respeitando a opinião de quem pensa ao contrário,mais eu apoio essa iniciativa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns  humildade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"É Hoje!!! boiadeirada do Brasil  que nós vamos sapatear um country-rock, misturado com catira, no show do Garth Brooks, no rodeião de Barretos  para arrecadarmos uma bolada $$$$$$$$$, para o hospital de câncer  graças ao ""sacrifício dos pobres animais indefesos"". ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Somos mortos todos os dias, por culpa de pessoas que pensam como o sr.  são contra rodeio, más favoráveis a legalização de drogas  contrários a redução da maioridade penal, alteração do código penal..., e por aí vai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Fake è, a sua vida pervertida, Sacomina  que se permite que seu anorretal seja empaletado, matando o pai de desgosto, falando mau dos mèdicos brasileiros, favorável ao escracho da Santa Imagem de Cristo, defendendo legalizaçaõ de drogas, nas redes sociais  isto sim é fake moral, guria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;o cowboy? não vi nenhum cowboy ai não, si dizer que foi cowboy em um vídeo qualquer é muito fácil, ou então só si foi em rodeio no fundo do quintal da casa dele.... mesmo assim ele tem mais cara de quem mija sentado do que cara que monta em touro!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;acho que vou concordar com você... vamos meter a marreta na testa de todos e levá-los as mesas para servirem de comida... a aaa você sabia que pra matar um touro primeiro dá lhe uma marretada na cabeça para que ele desmaie... e depois perfurar seu coração.... realmente vamos so fazer isso... porque é isso que um touro quer.. si ele tivesse o direito de escolha concerteza iria escolher viver apenas um ano e morrer dessa forma ao invés de pular em rodeios e morrer de velhice!! é a mesma coisa vocês sao racionais mas preferem ser animais irracionais!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Amarrando? espetando? dando choques?, no nosso maior patrimônio que é o touro, ou o cavalo  jamais. Acho que a senhora deve viver na Espanha  aqui no Brasil não existe isto, só se for em algum rodeinho de periferia, e no caso, cadeia neles, é pra isso que existem as leis  a polícia, o ministério público, etc  ou a sra. acha que as autoridades não estão atentas a respeito?. As questões referentes ao sedém e, as esporas já foram desmistificadas pela própria imprensa, chatice ficar esclarecendo isto, todo o tempo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
