Opinião; mensagem
3;Maioria contra o rodeio? Sinceramente não sei o que vocês tem na cabeça, vocês sabe muito bem que esse número de pessoas do sim aqui é a média de pessoas em um rodeio, vocês sabe muito bem que o público do rodeio está muito mais além disso, como o projeto mesmo diz o público de todo Brasil está estimado em 24 milhões!! Pare de querer enganar à si própria Ana! Vem pra realidade.
3;não é isso que as urnas estao dizendo,enquanto houver pessoas igual a voce que só falam o que não sabe o capitao só cresce,,ja passou pelo primeiro passo o projeto dele justamente por pessoas só falarem o que não sabem,talvez voces estejam ajudando
1;Enquanto voce fica ai só falando o povo sertanejo segue com atitudes,,fazendo o bem festas beneficientes enquanto vc fica de bla bla bla o povo sertanejo age.
2;Ninguém é obrigado a gostar,tambem nao gostamos de tantas coisas e somos obrigado a respeitar,moramos em um pais que menor de 18 anos mata rouba e só fica preso até 21 anos,,presos que não tem filhos saem no induto do dia da criança,presos que nõ tem pai e sai na saidinha dos dias dos pais e etccc.nem tudo é como agente quer.moramos em um pais que bandidos andam armados até os dentes e o cidadao de bem não pode ter arma e assim vai.
4;e onde vc viu um animal de rodeio sofrer ?? por acaso ja foi ver de perto como vivem e como são criados
1;Mais uma festa realizada com 100% da renda revertida para os hospitais rodeio segue ajudando vidas
1;Cada um deve fazer e viver como gosta,estamos em um pais livre
3;e qual deles gosta de ir para o matadouro ??
2;Vai procurar sua turma sua estupida,comemos o que queremos e nao comemos com seu dinheiro vai procurar o que fazer se isso não cultura pra voce vai proucrar lugares cultos e nos deixe em paz sua babaca se acha que isso não é cultura vai para onde tem pessoas cultas como vc
2;crio meus propiros animais e sou eu mesmo quem os abate, e dai nao te devo nada pra voce vai comer o que voce quiser,capim silo,alaface nao vamos te falar o que voce tem comer cuide da sua vida
2;Vai cuidar da sua vida não comemos e nem vivemos com seu dinheiro se gosta ou não é problema seu
2;IDIOTA DEVE SER PAI QUE TE EDUCOU ASSIM E ONDE VOCE VIU UM ANIMAL DE RODEIO SER MALTRATADO SEU BABACA ONDE E QUANDO PELA SUA CARA DE PAYBOY NUNCA DEVE TER VISTO DE PERTO E NEM QUEREMOS SUA PRESENÇA SEU MAU EDUCADO SEM EDUCAÇÃO OTARIO IMBECIL IDIOTA QUEM É VOCE PRA CHAMAR ALGUEM DE IDIOTA DEVE SER UM IDIOTA.
2;Imbecil idiota conheça antes de criticar seu babaca
2;vai te catar seu imbecil ,,onde voce viu de perto um animal de rodeio ???
1;Rodeio 100% bons tratos conheçam,informem se
2;Pessoas dão seus depoimentos aqui sem nunca terem visto de perto ainda acham que esses animais tem seus sacos apertados e acham que esses animais são torturados,aprendam e conheçam antes de falar
2;e onde voce viu tamanha crueldade ??
4;E voce para iram esses animais se forem para o rodeio ?? para o quintal de sua ou para matadouro ??
1;Valeu Capitão Augusto sua presença na Festa do Peão de Ipausu no deixou muito contentes,
1;PARABENS CAPITAO AUGUSTO,PRIMEIRO PASSO JA FOI DADO
4;Devemos conhecer antes de criticar
1;Nossos animais são tratados com muito carinho e estão a disposição para qualquer um que queira os visitar
4;Devemos os deixar em paz e mandá los pra onde ??
2;onde ? no frigorifico deixa de ser babaca pra onde vc acha que iriam esses animais ? pra sua casa
3;PARABÉNS A TODOS OS IDEALIZADORES DA SOCORRO EXPO AGRO 2015 TODA A RENDA REVERTIDA PARA SANTA CASA,FOI LINDA A ATITUDE DE VOCES ENQUANTO ALGUNS CRITICAM O RODEIO SEGUE AJUDANDO VIDAS E PESSOAS CARENTES
1;Parabéns pela vitoria capitao,nossos animais continuam a disposição pra quem quiser conhecer de perto como vivem.
2;Quanto mais pessoas falarem coias sem saber mais esse projeto adianta ,,animais de rodeio não tem o saco apertado,aprendam antes de falar essas besteiras
3;Parabéns por ter procurado o projeto é ir lá votar depois que falei, mas mostra o quão desinformados vocês são, porque si fossem protetores de verdades era pra serem os primeiros a saberem ou terem tido a iniciativa!!!
4;olha as coisa que vc fala todo mundo da vendo que vc é uma mulher
3;E quem fica coçando saco deve ser você que um desinformado, eu todos dias leio bons jornais e mais algumas notícias de credibilidade, porque um bom empresário deve ficar à parte de tudo que acontece para saber aplicar melhor o dinheiro!!! Aproveita que essas aulas estão de graça viu!
2;eu coço o saco e assumo só trabalho aos finais de semana e voce tambem porque não sai desse site vai procurar o que fazer ou vem logo pro nosso lado
6;vira homem moço vc é muito delicado para um homem,,
3;Brincando de corridinha Girafails??? Você está muito enganado, a única coisa é que eu já estava sabendo e verdadeiros protetores de animais que corre atrás são os primeiros à saber ou geralmente essas atitudes partem de protetores de verdade!! Agora você, só fica na internet repentindo inverdades de pessoas desinformadas como você!
4;Ela voltouuuuuuuuuuuuuuuuuuuuuuuuuuuu
4;CADE SEUS ANIMAIS ANA DOS ANIMAIS,,OU VOCE TAMBEM É MAIS UMA QUE PEDE DINHEIRO PARA CUIDAR DE ANIMAIS FANTASMA
2;"E eu falo que esse pessoal do ""NÃO"" tem é inveja e não são protetores de animais bosta nenhuma, porque tem um projeto de proibição de uso das carroças em cidades e eles não votaram lá, é o uso de cavalos em carroças sim é mau trato, animais debilitados, passam fome, sede, carrega excesso de peso! Mas esses eles não importam porque são de pessoas humildes né? Ai não tem nada para vocês roubar deles!! "
2;Cara veio com esse link dinovo? Começo a achar que voce realmente é um debio mental, referente à isso já tem outro topico no qual você não teve argumento e simplesmente veio fazer novo comentario por falta de argumentos.
2;Você é tão otário que em um comentário abaixo diz não ficar copiando e colando comentários, só desse link você já copiou e colou umas cinco vezes, vocês mesmo si contra dizem em seus próprios comentários de tão idiotas que são!
2;O palhaço desse link eu já ti falei né! Si quer discutir algo, venha com fontes sérias e verdadeiras, não vou perder meu tempo com link de um site de um ativista de bosta!!
2;E outra coisa, vou repetir, Mas vocês fingem de desentendidos ou é porque são burros mesmo, minha resposta para os argumentos desse link está em um tópico abaixo, no qual você ficou calado por não ter novos argumentos, e ai vem postar dinovo, você quer que eu copie e cole aqui? Não vai resolver né, porque ai você finge que não viu e faz um novo tópico! Ze mané girafails.
6;Kkkkkkkkkkk vocês ainda vão me matar de rir! Melhorar minha situação?? Minha situação é a melhor possível!!! A sua que deve ser a pior possível, por isso fica querendo intrometer na vida de pessoas bem sucedidas!
2;Você tentou algo no ramo do rodeio mas não teve futuro, por isso essa revolta e inveja toda do rodeio, mas você tentou ser palhaço porque bom comediante você é viu!! não preciso sair em revista nenhuma, de invejosos já basta você, que deve ter um apartamento de dois cômodos financiando em 25 anos, isso si é que não paga aluguel ou mora de favor! Eu não tenho que expor minha vida para bandidos crescer o olho não!
3;Você está muito enganado! Além de não gostar dessas coisas supérfluas, sempre trabalhei e desde novo meu pai me ensinou a ser homem e conquistar meus próprios bens, sem invejar ou cobiçar coisas alheias, Ou ser rico agora também é crime ou tem algum problema?
4;Por isso esse pais anda assim,,, aqui quase todo mundo fala e fazem coisas sem saber,e alguns aqui se dizem muito cultos,falar coisas sem conhecimento de causa também é ignorancia
3;Enquanto voces ficarem falando que animais de rodeio tem seu saco apertado o rodeio só vai ganhando mais força,,conheçam antes de falar porque falando isso só provam que nunca viram de perto e só falam coisas sem saber.
4;meus cavalos estão a disposição para quem quiser ver como são tratados
1;RODEIO LEGAL NÃO MAU TRATA ANIMAL
2;Moramos em um pais que menor de 18 anos pode matar e roubar,que pessoas matam por um celular,que temos a maior parada gay do mundo nas ruas de sao paulo,que politicos roubam e ficam presos em casa e as pessoas querem proibir a festa do povo sertanejo.
3;Valeu Capitao,enquanto essas pessoas ficarem falando coisas sem saber ,seu projeto vai pra frente,,alguns dizem que tem seus sacos pertados outros dizem que sofrem humilhaçoes e ai por diante enquanto falarem isso nosso vai pra frente pois nao sabem o que estão falando
3;VALEU CAPITAO AUGUSTO ALGUNS CRITICAM OUTROS APOIAM E MAIS UM EVENTO COM TODA RENDA REVERTIDA PARA O HOSPITAL,NEM JESUS AGRADOU ODO MUNDO,O POVO SERTANEJO ESTA DO SEU LADO
1;valeu Capitao augusto Parabéns pela primeira vitoria
3;Graças a esses idiotas que escrevem coisas sem saber que o projeto ja passou pela primeira faze,pelo contrario do que vcs dizem nenhum animal tem seus sacos apertados
2;voce é uma imbecio
3;vocé é uma imbecil que ssistiu o rodeio de barretos ao vivo como voce mesmo disse,viu que nenhum animal saiu ferido ou lesionado,viu como são bem cuidados e fica falando besteira,,todo mundo ja sabe que voce e ana dos animais são a mesma pessoa
2;vai procurar sua turma porque a nossa não te quer,aqui voce não vai achar namorado
6;Reapareceu? O pacote de dados foi reativado? Kkkkk , como sempre não teve mais argumentos à discussão anterior, ai ja fez novo comentário, São ze mané mesmos!!!
2;Os únicos que repetem coisas aqui são vocês com essas coisas que qualquer pessoa com um pouco de inteligência sabe o que é e não é verdade!! Mostra alguma coisa que eu copiei de alguém seu ze mané.
2;onde voce viu um animal ser toturado seu imbecil
2;imbecil deve o senhor seu pai que nao te deu educação
2;sua imbecil onde e quando voce viu um animal com o saco amarrado,nao fale coisas sem saber sua idiota
3;Tem ninguém interessados nesses links de conversasa fiada, inverdades de invejosos, que ao invés de trabalhar e tentar ganhar o seu honestamente, fica tentando atrapalhar a vida de quem batalha de sol à sol, maus tratos em rodeios, apenas pessoas sem conhecimento que fala essas asneiras ou simplesmente fica repetindo o que outro desinformado disse, os mais SÁBIOS, todos sabe que não existe maus trato por isso é um esporte que CRESCE à cada dia mais!
4;Senhora Maria jose guedes aprenda antes de falar coisas sem saber
2;Logo ve pelo seu arco iris que voce não entende nada desse mundo,onde voce viu de perto crueldade e expoloração com esses animais,esses animais nao ficariam em paz,seriam abatidos
2;e o que tem de bom nesse seculo xxi,,pessoas sendo mortas pelos seus proprios filhos ou esposas matando seus maridos para ficarem com sua pensão,outras sendo mortas por um celular ou uma correntinha de ouro,,onde voce esta vendo avanço da humanidade ai no seculo xxI
1;Parabéns |capitao,primeiro degrau ja vencido
3;ENQUANTO MUITOS CRITICAM OS RODEIO CONTINUAM FAZENDO SUAS AÇOES DE CARIDADE MAIS UM MEGA EVENTO COM TODA A RENDA REVERTIDA PARA O HOSPITAL
3;Rodeio,quem não conhece critica,quem conhece ama.
1;Valeu Capitao Augusto pode contar com nosso apoio
1;Parabens a todos organizadores do socorro expo agro 2105,toda a renda da bilheteria revertida para o hospital de socorro enquanto os outros criticam voces ajudam !!!!
1;Parabens capitao,,de grao em grao a galinha enche o papo,,primeiro passo ja ganhou
3;ENQUANTO MUITA GENTE CRITICA O RODEIO SEGUE AJUDANDO VIDAS TERMINOU ONTEM SOCORRO RODEIO FESTIVAL 2015,BRUNO E BARRETO,CARREIRO E CAPATAZ,FERNANDO E SOROCABA,RICARDO E JOÃO FERNANDO E TODA A RENDA DA BILHETERIA 100% REVERTIDA PARA A SANTA CASA DE SOCORRO.PARABÉNS PARA O POVO SERTANEJO QUE APESAR DAS CRITICAS SEGUE AJUDANDO VIDAS
4;TODA! VOCÊ POR ACASO JA PARTICIPOU DE UM , JA FOI ATRAS PARA SABER COMO FUNCIONA ? QUANDO VOCÊ FIZER ISSO VAI VER QUE RODEIO É CULTURA SIM
3;Uma que não é a sua com ceterza
4;e sua qual cultura é ???
3;Kkkkkkkkkkkk vocês são pagos para fazer a gente rir mesmo, como eu já ti disse né, Os rodeios não precisa roubar até porque os valores doados às instituições que seria dever do governo repassar é bem acima desse valor! Si você quer falar de roubos, fale da copa do mundo, reformas de estádios e que não resultou em benefício algum para a população!
2;Bom de picadeiro são vocês que são palhaços veteranos, tiram matérias ai de qualquer lugar e posta como si fosse verdade, talvez você não saiba Internet aceita qualquer coisa, Ate você pode criar um link com matérias, quando quiser discutir, venha com fontes confiáveis e verídicas!
3;"E tem outra coisa, nessa matéria ai mesmo cita nome de alguns políticos, pode pesquisar ai que o dinheiro deve estar nos bolsos desses políticos safados, E não adianta você ficar fazendo de palhaço ou de desentendido não, qualquer pessoa sabe que os rodeios não precisa se repasse, Ainda mais os independentes como foi citado, talvez você não saiba ""INDEPENDENTES"" é pq realmente são independentes ! "
2;VAI CAÇAR UM NAMORADO HAROLDO TODO MUNDO SABE QUE VOCE É UMA MULHER,VAI TRABALHAR VC PARECE SER TAO VAGABUNDO QUANTO EU NÃO FAZ NADA FICA AQUI O DIA INTEIRO CRITICANDO TO ACHANDO QUE VC É ALGUM COWBOY CO MO EU,FAZ NADA A SEMANA INTEIRA E NO FINAL DE SEMANA PASSEIA EM ALGUM EVENTO
6;Kkkkk cowboy ele pode até ter tentado ser, Mas não teve futuro e hoje é revoltado com isso kkk?
2;O girafails só porque está escrito UOL no link quer dizer nada, o site está bem fuleiro para ser do UOL, à começar pelas cores, um site feito por ativistas muito ruim que não soube nem falsificar bem, E simplesmente colocou um UOL no meio do link para enganar otarios como você.
2;"Para você que é desintendido, não deve ter muito estudo, talvez por isso essa dificuldade em assimilar certas coisas, o site nunca foi, não é e nunca será do UOL. O link fuleiro que não sei como vocês consegue achar isso, Si chama "" congressoemfoco"" é depois, o péssimo profissional que fez colocou um UOL, para enganar pessoas de menos inteligência como você! "
